episode_url,type,title,transcript_url,local_filename
https://www.thegreatsimplification.com/episode/199-sheldon-solomon,interview,Terror Management Theory: How Existential Dread Has Shaped the World,https://www.thegreatsimplification.com/wp-content/uploads/2025/10/TGS-199-Sheldon-Solomon-Transcript.pdf,TGS-199-Sheldon-Solomon-Transcript.pdf
https://www.thegreatsimplification.com/episode/200-ted-parson,interview,Will We Artificially Cool the Planet? The Science and Politics of Geoengineering,https://www.thegreatsimplification.com/wp-content/uploads/2025/11/TGS-200-Ted-Parson-Transcript.pdf,TGS-200-Ted-Parson-Transcript.pdf
https://www.thegreatsimplification.com/episode/04-chuckwatson,interview,"Chuck Watson “From MAD to NUTS: Risk, Nukes, & Climate Change”",https://www.thegreatsimplification.com/wp-content/uploads/2022/01/TGS04ChuckWatsonTranscript.docx.pdf,TGS04ChuckWatsonTranscript.docx.pdf
https://www.thegreatsimplification.com/episode/201-rosa-vasquez-espinoza,interview,Two Ways of Knowing: How Merging Science & Indigenous Wisdom Fuels New Discoveries,https://www.thegreatsimplification.com/wp-content/uploads/2025/11/TGS-201-Rosa-Vasquez-Espinoza-Transcript.pdf,TGS-201-Rosa-Vasquez-Espinoza-Transcript.pdf
https://www.thegreatsimplification.com/episode/202-samantha-sweetwater,interview,"Reimagining Ourselves at the End of Our World: Kinship, Interconnection, and Spirituality in the Metacrisis",https://www.thegreatsimplification.com/wp-content/uploads/2025/11/TGS-202-Samantha-Sweetwater-Transcript.pdf,TGS-202-Samantha-Sweetwater-Transcript.pdf
https://www.thegreatsimplification.com/episode/203-nate-soares,interview,"If Anyone Builds It, Everyone Dies: How Artificial Superintelligence Might Wipe Out Our Entire Species",https://www.thegreatsimplification.com/wp-content/uploads/2025/12/TGS-203-Nate-Soares-Transcript.pdf,TGS-203-Nate-Soares-Transcript.pdf
https://www.thegreatsimplification.com/episode/204-kelly-erhart,interview,Fighting for a Livable Future: Exploring Frontier Climate Interventions,https://www.thegreatsimplification.com/wp-content/uploads/2025/12/TGS-204-Kelly-Erhart-Transcript.pdf,TGS-204-Kelly-Erhart-Transcript.pdf
https://www.thegreatsimplification.com/episode/205-nate-hagens,interview,End of Year Reflections: Four Years of The Great Simplification,https://www.thegreatsimplification.com/wp-content/uploads/2025/12/TGS-205-Nate-Hagens-Transcript.pdf,TGS-205-Nate-Hagens-Transcript.pdf
https://www.thegreatsimplification.com/episode/206-anna-lembke,interview,How We’ve ‘Drugified’ Our Entire Existence: Dopamine & Addiction In the Digital Age,https://www.thegreatsimplification.com/wp-content/uploads/2026/01/TGS-206-Anna-Lembke-Transcript.pdf,TGS-206-Anna-Lembke-Transcript.pdf
https://www.thegreatsimplification.com/episode/208-xiye-bastida,interview,"The New Generation of Environmental Leadership: Stubborn Optimism, Tending Your Inner Fire, and Why Hope Is Not Enough",https://www.thegreatsimplification.com/wp-content/uploads/2026/01/TGS-208-Xiye-Bastida-Transcript.pdf,TGS-208-Xiye-Bastida-Transcript.pdf
https://www.thegreatsimplification.com/episode/209-balazs-matics,interview,"How to Read the Signs of Collapse: Economic Stagnation, Resource Scarcity, and Europe’s Industrial Decline",https://www.thegreatsimplification.com/wp-content/uploads/2026/02/TGS-209-Honest-Sorcerer-Transcript.pdf,TGS-209-Honest-Sorcerer-Transcript.pdf
https://www.thegreatsimplification.com/episode/210-peter-brannen,interview,The Misunderstood History of CO2: The Science Behind Earth’s Most Controversial Molecule,https://www.thegreatsimplification.com/wp-content/uploads/2026/02/TGS-210-Peter-Brannen-Transcript-1.pdf,TGS-210-Peter-Brannen-Transcript-1.pdf
https://www.thegreatsimplification.com/episode/211-jason-bradford,interview,The Future is Rural: Reclaiming Food Sovereignty through Farming Clubs?,https://www.thegreatsimplification.com/wp-content/uploads/2026/02/TGS-211-Jason-Bradford-Transcript.pdf,TGS-211-Jason-Bradford-Transcript.pdf
https://www.thegreatsimplification.com/episode/207-craig-tindale,interview,Why the West Can’t Defend Itself: How Material Scarcity Is Reshaping Global Power,https://www.thegreatsimplification.com/wp-content/uploads/2026/01/TGS-207-Craig-Tindale-Transcript.pdf,TGS-207-Craig-Tindale-Transcript.pdf
https://www.thegreatsimplification.com/episode/213-christine-webb,interview,Questioning Human Exceptionalism: How Rethinking Our Place in the Web of Life Could Change Our Global Crises,https://www.thegreatsimplification.com/wp-content/uploads/2026/03/TGS-213-Christine-Webb-Transcript.pdf,TGS-213-Christine-Webb-Transcript.pdf
https://www.thegreatsimplification.com/episode/212-john-cook,interview,How to Inoculate Against Misinformation: Breaking Down Misleading Arguments & Why Science Communication Fails,https://www.thegreatsimplification.com/wp-content/uploads/2026/02/TGS-212-John-Cook-Transcript.pdf,TGS-212-John-Cook-Transcript.pdf
https://www.thegreatsimplification.com/episode/214-tristan-harris,interview,Ending the AI Arms Race: Why Safer Futures Are Still Possible & What You Can Do to Help,https://www.thegreatsimplification.com/wp-content/uploads/2026/03/TGS-214-Tristan-Harris-Transcript.pdf,TGS-214-Tristan-Harris-Transcript.pdf
https://www.thegreatsimplification.com/episode/215-chris-keefer,interview,Scrambling for Energy Security: Navigating Unstable Energy Supplies Amidst Global Conflict,https://www.thegreatsimplification.com/wp-content/uploads/2026/03/TGS-215-Chris-Keefer-Transcript-1.pdf,TGS-215-Chris-Keefer-Transcript-1.pdf
https://www.thegreatsimplification.com/episode/216-sam-harris,interview,Navigating the Metacrisis: Finding Calm in the Storm through Awareness and Meditation,https://www.thegreatsimplification.com/wp-content/uploads/2026/04/TGS-216-Sam-Harris-Transcript.pdf,TGS-216-Sam-Harris-Transcript.pdf
https://www.thegreatsimplification.com/episode/217-iain-mcgilchrist,interview,Wisdom in a World in Crisis: The Counterintuitive Need to Slow Down and Find Spaciousness,https://www.thegreatsimplification.com/wp-content/uploads/2026/04/TGS-217-Iain-McGilchrist-Transcript.pdf,TGS-217-Iain-McGilchrist-Transcript.pdf
https://www.thegreatsimplification.com/episode/218-rory-johnston,interview,This War Changes Everything: Are We Ready for Energy Shockwaves From the Strait of Hormuz?,https://www.thegreatsimplification.com/wp-content/uploads/2026/04/TGS-218-Rory-Johnston-Transcript.pdf,TGS-218-Rory-Johnston-Transcript.pdf
https://www.thegreatsimplification.com/episode/219-tad-patzek,interview,"Why Each American Lives Like a 40-Ton Whale: Power, Overshoot, and Climate",https://www.thegreatsimplification.com/wp-content/uploads/2026/05/TGS-219-Tad-Patzek-Transcript-1.pdf,TGS-219-Tad-Patzek-Transcript-1.pdf
https://www.thegreatsimplification.com/episode/220-art-berman,interview,A World On the Precipice: The Last Oil Tanker From the Strait of Hormuz has Arrived – Now What?,https://www.thegreatsimplification.com/wp-content/uploads/2026/05/TGS-220-Art-Berman-Transcript.pdf,TGS-220-Art-Berman-Transcript.pdf
https://www.thegreatsimplification.com/episode/221-andrew-holecek,interview,Darkness Deficit Disorder: How Constant Stimulation Has Shaped our Consumption,https://www.thegreatsimplification.com/wp-content/uploads/2026/05/TGS-221-Andrew-Holecek-Transcript.pdf,TGS-221-Andrew-Holecek-Transcript.pdf
https://www.thegreatsimplification.com/episode/222-brett-kencairn,interview,The Missing Half of Climate Change: Why Our Planet is at 50% Capacity and How to Get it Back,https://www.thegreatsimplification.com/wp-content/uploads/2026/06/TGS-222-Brett-KenCairn-Transcript.docx-1.pdf,TGS-222-Brett-KenCairn-Transcript.docx-1.pdf
https://www.thegreatsimplification.com/episode/223-michael-every,interview,The U.S. Can’t Back Down: The Strait of Hormuz Closure Is Messier Than You Think,https://www.thegreatsimplification.com/wp-content/uploads/2026/06/TGS-223-Michael-Every-Transcript.pdf,TGS-223-Michael-Every-Transcript.pdf
https://www.thegreatsimplification.com/episode/224-rob-hopkins,interview,No More Dystopian Stories: How to See a Future Worth Living In,https://www.thegreatsimplification.com/wp-content/uploads/2026/06/TGS-224-Rob-Hopkins-Transcript.docx.pdf,TGS-224-Rob-Hopkins-Transcript.docx.pdf
https://www.thegreatsimplification.com/episode/225-tad-patzek,interview,We Weren’t Expecting This: What Does a Super El Niño Mean For the Climate?,https://www.thegreatsimplification.com/wp-content/uploads/2026/06/TGS-225-Tad-Patzek-Transcript.docx.pdf,TGS-225-Tad-Patzek-Transcript.docx.pdf
